,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
511,514,2078,33.78057778,-118.1859444,20,TRUE,1,158,217,277,339,"http://maps.googleapis.com/maps/api/staticmap?center=33.78057777777778,-118.18594444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
512,515,2079,33.76784167,-118.1997722,20,TRUE,other,167,66,375,280,"http://maps.googleapis.com/maps/api/staticmap?center=33.76784166666667,-118.19977222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
513,516,2081,34.03949722,-118.2618333,20,TRUE,9,401,2,529,119,"http://maps.googleapis.com/maps/api/staticmap?center=34.03949722222223,-118.26183333333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
514,517,2082,34.10346944,-118.2793639,20,TRUE,3,239,243,387,391,"http://maps.googleapis.com/maps/api/staticmap?center=34.10346944444444,-118.27936388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
515,518,2083,34.06142222,-118.2515861,20,TRUE,7,232,194,394,340,"http://maps.googleapis.com/maps/api/staticmap?center=34.06142222222222,-118.25158611111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
516,519,2084,34.07382222,-118.3776194,20,TRUE,5,344,194,504,344,"http://maps.googleapis.com/maps/api/staticmap?center=34.073822222222226,-118.37761944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
517,520,2085,34.04932778,-118.2536694,20,TRUE,9,230,165,396,312,"http://maps.googleapis.com/maps/api/staticmap?center=34.04932777777777,-118.25366944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
518,521,2086,34.04026944,-118.2559806,20,TRUE,5,244,156,427,326,"http://maps.googleapis.com/maps/api/staticmap?center=34.04026944444444,-118.25598055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
519,522,2087,34.05141667,-118.2428806,20,TRUE,4,59,69,323,335,"http://maps.googleapis.com/maps/api/staticmap?center=34.05141666666666,-118.24288055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
520,523,2088,34.07632222,-118.3814667,20,TRUE,5,237,170,389,328,"http://maps.googleapis.com/maps/api/staticmap?center=34.07632222222223,-118.38146666666664&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
521,524,2089,34.06105833,-118.4173917,20,TRUE,5,249,177,450,365,"http://maps.googleapis.com/maps/api/staticmap?center=34.06105833333333,-118.41739166666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
522,525,2090,34.04561944,-118.2586583,20,TRUE,5,268,33,476,252,"http://maps.googleapis.com/maps/api/staticmap?center=34.04561944444444,-118.25865833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
523,526,2091,34.09733333,-118.2909028,20,TRUE,2,141,174,289,337,"http://maps.googleapis.com/maps/api/staticmap?center=34.09733333333334,-118.29090277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
524,527,2092,34.09729167,-118.2886333,20,TRUE,1,115,172,270,337,"http://maps.googleapis.com/maps/api/staticmap?center=34.09729166666667,-118.28863333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
525,528,2093,34.04771944,-118.2541361,20,TRUE,5,229,82,414,276,"http://maps.googleapis.com/maps/api/staticmap?center=34.04771944444444,-118.25413611111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
527,530,2095,34.05808611,-118.249475,20,TRUE,8,230,237,413,436,"http://maps.googleapis.com/maps/api/staticmap?center=34.05808611111111,-118.249475&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
529,532,2097,34.256875,-118.5314417,20,TRUE,3,249,245,399,379,"http://maps.googleapis.com/maps/api/staticmap?center=34.256875,-118.53144166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
530,533,2098,34.05288611,-118.23885,20,TRUE,8,1,56,138,251,"http://maps.googleapis.com/maps/api/staticmap?center=34.052886111111114,-118.23885&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
531,534,2099,34.12678889,-118.4064889,20,TRUE,3,229,219,397,425,"http://maps.googleapis.com/maps/api/staticmap?center=34.12678888888889,-118.40648888888892&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
532,535,2100,34.05096389,-118.2656333,20,TRUE,9,264,132,517,363,"http://maps.googleapis.com/maps/api/staticmap?center=34.05096388888889,-118.26563333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
533,536,2101,34.05484722,-118.2649722,20,TRUE,1,281,127,469,307,"http://maps.googleapis.com/maps/api/staticmap?center=34.05484722222222,-118.26497222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
534,537,2102,34.05065833,-118.2424889,20,TRUE,5,105,113,278,260,"http://maps.googleapis.com/maps/api/staticmap?center=34.05065833333333,-118.24248888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
535,538,2103,33.96616667,-118.42475,20,TRUE,3,238,244,399,400,"http://maps.googleapis.com/maps/api/staticmap?center=33.966166666666666,-118.42475&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
536,538,2103,33.96616667,-118.42475,20,TRUE,3,392,107,566,278,"http://maps.googleapis.com/maps/api/staticmap?center=33.966166666666666,-118.42475&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
537,539,2104,34.04655833,-118.2619667,20,TRUE,5,334,39,520,221,"http://maps.googleapis.com/maps/api/staticmap?center=34.04655833333333,-118.26196666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
538,539,2104,34.04655833,-118.2619667,20,TRUE,5,521,340,645,497,"http://maps.googleapis.com/maps/api/staticmap?center=34.04655833333333,-118.26196666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
539,540,2105,34.05438889,-118.2295278,20,TRUE,unknown,56,358,176,463,"http://maps.googleapis.com/maps/api/staticmap?center=34.05438888888889,-118.22952777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
540,540,2105,34.05438889,-118.2295278,20,TRUE,unknown,184,502,265,584,"http://maps.googleapis.com/maps/api/staticmap?center=34.05438888888889,-118.22952777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
541,540,2105,34.05438889,-118.2295278,20,TRUE,unknown,3,483,51,557,"http://maps.googleapis.com/maps/api/staticmap?center=34.05438888888889,-118.22952777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
542,540,2105,34.05438889,-118.2295278,20,TRUE,unknown,320,361,405,464,"http://maps.googleapis.com/maps/api/staticmap?center=34.05438888888889,-118.22952777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
543,540,2105,34.05438889,-118.2295278,20,TRUE,unknown,407,245,550,383,"http://maps.googleapis.com/maps/api/staticmap?center=34.05438888888889,-118.22952777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
544,540,2105,34.05438889,-118.2295278,20,TRUE,unknown,505,116,622,247,"http://maps.googleapis.com/maps/api/staticmap?center=34.05438888888889,-118.22952777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
545,541,2106,34.04941944,-118.2594583,20,TRUE,3,313,90,490,269,"http://maps.googleapis.com/maps/api/staticmap?center=34.04941944444445,-118.25945833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
546,542,2107,34.06136111,-118.2280556,20,TRUE,3,76,175,291,373,"http://maps.googleapis.com/maps/api/staticmap?center=34.06136111111111,-118.22805555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
547,543,2108,34.044025,-118.247325,20,TRUE,3,204,196,433,403,"http://maps.googleapis.com/maps/api/staticmap?center=34.044025,-118.247325&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
548,544,2109,33.92861111,-118.2988889,20,TRUE,4,122,200,341,399,"http://maps.googleapis.com/maps/api/staticmap?center=33.92861111111111,-118.29888888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
549,545,2110,34.05973889,-118.2117889,20,TRUE,2,205,217,407,437,"http://maps.googleapis.com/maps/api/staticmap?center=34.05973888888889,-118.21178888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
550,546,2112,34.05468333,-118.2361444,20,TRUE,9,59,96,252,314,"http://maps.googleapis.com/maps/api/staticmap?center=34.05468333333333,-118.23614444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
551,547,2113,34.22005278,-118.5326139,20,TRUE,2,220,249,390,410,"http://maps.googleapis.com/maps/api/staticmap?center=34.22005277777778,-118.53261388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
552,548,2114,34.036375,-118.4438306,20,TRUE,9,391,181,598,364,"http://maps.googleapis.com/maps/api/staticmap?center=34.036375,-118.44383055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
555,551,2117,34.09642222,-118.2903306,20,TRUE,1,134,171,262,316,"http://maps.googleapis.com/maps/api/staticmap?center=34.096422222222216,-118.29033055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
556,552,2118,33.97008333,-118.2776056,20,TRUE,4,285,212,451,385,"http://maps.googleapis.com/maps/api/staticmap?center=33.97008333333333,-118.27760555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
557,553,2119,34.06673611,-118.4463833,20,TRUE,2,299,166,452,319,"http://maps.googleapis.com/maps/api/staticmap?center=34.06673611111111,-118.44638333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
558,553,2119,34.06673611,-118.4463833,20,TRUE,2,0,161,122,334,"http://maps.googleapis.com/maps/api/staticmap?center=34.06673611111111,-118.44638333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
559,554,2120,34.06378056,-118.2726056,20,TRUE,1,223,219,381,404,"http://maps.googleapis.com/maps/api/staticmap?center=34.063780555555546,-118.27260555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
560,555,2121,34.07766111,-118.2611917,20,TRUE,7,305,164,433,278,"http://maps.googleapis.com/maps/api/staticmap?center=34.07766111111111,-118.26119166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
561,556,2122,34.05289722,-118.2559072,20,TRUE,7,282,199,437,347,"http://maps.googleapis.com/maps/api/staticmap?center=34.05289722222222,-118.25590722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
562,557,2123,34.062625,-118.4324889,20,TRUE,5,374,198,517,334,"http://maps.googleapis.com/maps/api/staticmap?center=34.062625,-118.43248888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
563,558,2124,34.06193333,-118.3518944,20,TRUE,9,72,13,244,189,"http://maps.googleapis.com/maps/api/staticmap?center=34.06193333333333,-118.35189444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
565,560,2126,34.06161111,-118.2015861,20,TRUE,1,233,228,395,402,"http://maps.googleapis.com/maps/api/staticmap?center=34.061611111111105,-118.20158611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
566,561,2127,34.05297222,-118.2416333,20,TRUE,3,40,4,229,200,"http://maps.googleapis.com/maps/api/staticmap?center=34.052972222222216,-118.24163333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
567,562,2128,34.18333333,-118.4466667,20,TRUE,5,280,487,418,623,"http://maps.googleapis.com/maps/api/staticmap?center=34.18333333333333,-118.44666666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
568,563,2129,34.03310278,-118.4512889,20,TRUE,5,93,122,334,339,"http://maps.googleapis.com/maps/api/staticmap?center=34.033102777777785,-118.45128888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
569,564,2130,34.04778722,-118.4450797,20,TRUE,9,285,7,488,182,"http://maps.googleapis.com/maps/api/staticmap?center=34.04778722222222,-118.44507972222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
570,565,2132,34.04725,-118.3428889,20,TRUE,9,309,311,469,424,"http://maps.googleapis.com/maps/api/staticmap?center=34.04725,-118.34288888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
571,566,2133,34.13078056,-118.4905222,20,TRUE,3,233,252,373,379,"http://maps.googleapis.com/maps/api/staticmap?center=34.130780555555546,-118.49052222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
572,567,2135,37.064535,-120.858965,20,TRUE,1,265,276,386,402,"http://maps.googleapis.com/maps/api/staticmap?center=37.064535,-120.858965&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
573,568,2140,33.92985,-118.2026528,20,TRUE,1,158,139,468,438,"http://maps.googleapis.com/maps/api/staticmap?center=33.929849999999995,-118.2026527777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
574,569,2145,36.88324167,-119.8015806,20,TRUE,2,220,226,390,399,"http://maps.googleapis.com/maps/api/staticmap?center=36.88324166666667,-119.80158055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
575,570,2146,34.04213889,-118.8534389,20,TRUE,7,263,264,386,379,"http://maps.googleapis.com/maps/api/staticmap?center=34.042138888888886,-118.85343888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
576,571,2147,34.06176111,-118.6471389,20,TRUE,4,192,197,433,424,"http://maps.googleapis.com/maps/api/staticmap?center=34.06176111111111,-118.64713888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
578,573,2149,34.03749444,-118.6893778,20,TRUE,3,284,249,450,393,"http://maps.googleapis.com/maps/api/staticmap?center=34.03749444444444,-118.68937777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
579,574,2153,33.98445583,-118.4500786,20,TRUE,7,157,309,239,421,"http://maps.googleapis.com/maps/api/staticmap?center=33.98445583333333,-118.45007861111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
580,575,2166,37.34077778,-120.4666944,20,TRUE,2,211,211,408,390,"http://maps.googleapis.com/maps/api/staticmap?center=37.34077777777778,-120.46669444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
581,576,2169,33.5608,-117.6661528,20,TRUE,5,239,268,381,396,"http://maps.googleapis.com/maps/api/staticmap?center=33.5608,-117.66615277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
582,577,2179,34.28180556,-118.904525,20,TRUE,9,209,217,408,410,"http://maps.googleapis.com/maps/api/staticmap?center=34.28180555555556,-118.904525&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
583,578,2180,33.91302778,-117.1965,20,TRUE,2,223,238,384,374,"http://maps.googleapis.com/maps/api/staticmap?center=33.913027777777785,-117.1965&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
584,579,2182,33.61469444,-117.1699528,20,TRUE,1,232,223,375,357,"http://maps.googleapis.com/maps/api/staticmap?center=33.61469444444445,-117.16995277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
586,581,2187,38.32392778,-122.297125,20,TRUE,2,213,298,367,436,"http://maps.googleapis.com/maps/api/staticmap?center=38.32392777777778,-122.297125&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
587,582,2190,34.15769444,-118.91775,20,TRUE,3,197,203,417,428,"http://maps.googleapis.com/maps/api/staticmap?center=34.157694444444445,-118.91775&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
588,583,2191,34.43955278,-118.5792389,20,TRUE,9,240,261,358,392,"http://maps.googleapis.com/maps/api/staticmap?center=34.439552777777784,-118.57923888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
589,584,2192,33.62516667,-117.9307778,20,TRUE,1,223,211,383,385,"http://maps.googleapis.com/maps/api/staticmap?center=33.625166666666665,-117.93077777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
590,585,2193,33.62314722,-117.8802278,20,TRUE,9,215,214,402,384,"http://maps.googleapis.com/maps/api/staticmap?center=33.623147222222215,-117.88022777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
591,586,2196,33.91513889,-118.0697778,20,TRUE,3,266,293,370,409,"http://maps.googleapis.com/maps/api/staticmap?center=33.91513888888889,-118.06977777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
593,588,2200,37.83621667,-122.2667361,20,TRUE,1,202,280,416,467,"http://maps.googleapis.com/maps/api/staticmap?center=37.83621666666667,-122.26673611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
594,589,2205,33.21158333,-117.3541667,20,TRUE,4,296,215,432,349,"http://maps.googleapis.com/maps/api/staticmap?center=33.21158333333334,-117.35416666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
595,590,2206,33.18526667,-117.2912028,20,TRUE,1,264,199,437,403,"http://maps.googleapis.com/maps/api/staticmap?center=33.185266666666664,-117.29120277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
596,591,2209,34.40752222,-119.1690611,20,TRUE,7,232,218,407,376,"http://maps.googleapis.com/maps/api/staticmap?center=34.40752222222222,-119.16906111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
597,592,2211,33.78145556,-117.8653611,20,TRUE,4,133,186,290,355,"http://maps.googleapis.com/maps/api/staticmap?center=33.781455555555546,-117.86536111111108&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
598,593,2212,33.76553333,-117.744125,20,TRUE,4,228,242,407,399,"http://maps.googleapis.com/maps/api/staticmap?center=33.76553333333333,-117.744125&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
599,594,2213,33.82847222,-117.7905833,20,TRUE,9,180,158,484,434,"http://maps.googleapis.com/maps/api/staticmap?center=33.82847222222223,-117.79058333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
600,595,2214,33.78856944,-117.8904389,20,TRUE,2,260,246,389,383,"http://maps.googleapis.com/maps/api/staticmap?center=33.78856944444444,-117.89043888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
